topic,title,gen_topic_title,response
tesla,Brand New Six-Figure Tesla Model X Delivered With Mismatched Tires - MotorTrend,brand new six-figure abcde model x delivered with mismatched tires - motortrend,1
tesla,"Tesla Delivery Day, Amazon union election, Nike earnings top week ahead - Fox Business","abcde delivery day, amazon union election, nike earnings top week ahead - fox business",1
tesla,Tesla May Be Worth $4 Trillion Very Soon - TheStreet,abcde may be worth $4 trillion very soon - thestreet,0
tesla,Tesla owner accidentally charged $820k in Supercharger fees - The Driven,abcde owner accidentally charged $820k in supercharger fees - the driven,1
tesla,Tesla named ‘most-trusted’ brand developing fully-autonomous vehicles - Teslarati,abcde named ‘most-trusted’ brand developing fully-autonomous vehicles - abcderati,1
tesla,Tesla driver killed after car comes to stop on highway - Business Insider,abcde driver killed after car comes to stop on highway - business insider,1
tesla,"Tesla Model 3 Performance: How Is It Holding Up At 100,000 Miles? - InsideEVs","abcde model 3 performance: how is it holding up at 100,000 miles? - insideevs",0
tesla,"Ford Has News That Will Delight Its Customers But Annoy GM, Rivian and Tesla - TheStreet","ford has news that will delight its customers but annoy gm, rivian and abcde - thestreet",0
tesla,Ford Has a Good Problem That Tesla and GM Will Envy - TheStreet,ford has a good problem that abcde and gm will envy - thestreet,0
tesla,"Australia's Core Lithium enters into supply deal with Tesla, shares jump - Reuters.com","australia's core lithium enters into supply deal with abcde, shares jump - reuters.com",1
tesla,"Tesla is a complete climate embarrassment, a new report shows - Protocol","abcde is a complete climate embarrassment, a new report shows - protocol",1
tesla,"A Key GM EV Rivaling Rivian, Ford and Tesla Hits a Speed Bump - TheStreet","a key gm ev rivaling rivian, ford and abcde hits a speed bump - thestreet",1
tesla,Elon Musk and Tesla face trial over CEO's multibillion-dollar pay package from 2018 - CNBC,elon musk and abcde face trial over ceo's multibillion-dollar pay package from 2018 - cnbc,1
tesla,Tesla faces day of reckoning on water supply for planned German plant - Reuters,abcde faces day of reckoning on water supply for planned german plant - reuters,1
walmart,Trial Moves to Deliberation Phase after Walmart Employee Almost Completely Foils Shoplifting - The People’s Vanguard of Davis,trial moves to deliberation phase after abcde employee almost completely foils shoplifting - the people’s vanguard of davis,1
walmart,Walmart to Hire 5K as Tech Job Market Stays Tight - InformationWeek,abcde to hire 5k as tech job market stays tight - informationweek,1
walmart,Walmart accuses BJ's of stealing its self-checkout technology - New York Post,abcde accuses bj's of stealing its self-checkout technology - new york post,1
walmart,Walmart to equip $118M fulfillment center with GreyOrange robots - Robot Report,abcde to equip $118m fulfillment center with greyorange robots - robot report,1
walmart,SWAT situation at Walmart in North Austin ends with 1 man in custody - FOX 7 Austin,swat situation at abcde in north austin ends with 1 man in custody - fox 7 austin,1
walmart,Search enters 11th day for 18-year-old abducted from Walmart parking lot in Nevada - WAGM,search enters 11th day for 18-year-old abducted from abcde parking lot in nevada - wagm,1
walmart,Investigators closer to finding cause of Walmart distribution center fire - FOX 59 Indianapolis,investigators closer to finding cause of abcde distribution center fire - fox 59 indianapolis,1
walmart,Cocoa council approves continued tax cuts for Walmart distribution based on jobs - Florida Today,cocoa council approves continued tax cuts for abcde distribution based on jobs - florida today,1
walmart,"Walmart Is Closing Some Locations For These Reasons — Eat This Not That - Eat This, Not That","abcde is closing some locations for these reasons — eat this not that - eat this, not that",0
walmart,Three Elmira women arrested for stealing from Horseheads Walmart - WETM - MyTwinTiers.com,three elmira women arrested for stealing from horseheads abcde - wetm - mytwintiers.com,1
walmart,Walmart shoppers tackle man who allegedly tried to rape woman: video - New York Post,abcde shoppers tackle man who allegedly tried to rape woman: video - new york post,1
walmart,"Pancake Mix Sold at Walmart, Kroger Stores Recalled Over Contamination Concerns - NBC Bay Area","pancake mix sold at abcde, kroger stores recalled over contamination concerns - nbc bay area",1
walmart,Bluetooth speaker helmets sold at Walmart recalled over safety concerns - PennLive,bluetooth speaker helmets sold at abcde recalled over safety concerns - pennlive,1
walmart,Diono Launches First U.S. In-store Partnership with Walmart - Valdosta Daily Times,diono launches first u.s. in-store partnership with abcde - valdosta daily times,1
walmart,Walmart makes donation to Wiregrass Foundation - ValdostaToday.com,abcde makes donation to wiregrass foundation - valdostatoday.com,1
walmart,Ephrata Walmart Evacuated After Suspicious Item Found Tuesday Night – NewsRadio 560 KPQ - KPQ,ephrata abcde evacuated after suspicious item found tuesday night – newsradio 560 kpq - kpq,1
walmart,Gunshot fired during disturbance at Beech Grove Walmart - WTHR,gunshot fired during disturbance at beech grove abcde - wthr,1
walmart,Man allegedly threatens Walmart employee - WSMV 4,man allegedly threatens abcde employee - wsmv 4,1
walmart,Nearly 200 to lose jobs when Forest Park Walmart closes - Cincinnati Business Courier - The Business Journals,nearly 200 to lose jobs when forest park abcde closes - cincinnati business courier - the business journals,1
walmart,"Walmart employee cuts coworker ‘multiple times’ during ‘disturbance,’ Burlington police say - WGHP FOX8 Greensboro","abcde employee cuts coworker ‘multiple times’ during ‘disturbance,’ burlington police say - wghp fox8 greensboro",1
walmart,Walmart currently offering Xbox Series X restocks for everyone - Gamesradar,abcde currently offering xbox series x restocks for everyone - gamesradar,1
walmart,"Looking for a cheap computer? These are the best laptop deals at Amazon, HP, Walmart and Best Buy - USA TODAY","looking for a cheap computer? these are the best laptop deals at amazon, hp, abcde and best buy - usa today",0
walmart,Walmart Kids' Shakes False-Ad Lawsuit Denied Class Status - Bloomberg Law,abcde kids' shakes false-ad lawsuit denied class status - bloomberg law,1
walmart,Walmart: E-Commerce Growth Could Accelerate In The Future - Seeking Alpha,abcde: e-commerce growth could accelerate in the future - seeking alpha,0
walmart,Le'Host Partners with Walmart to Launch First Franchise Model in Vegas - Black Enterprise,le'host partners with abcde to launch first franchise model in vegas - black enterprise,1
walmart,"Accelerating Associate Opportunity Through Growth, Well-being, Inclusion and Digital - Walmart Corporate","accelerating associate opportunity through growth, well-being, inclusion and digital - abcde corporate",1
walmart,"Walmart expands its social media selling, notes success of livestream test - Arkansas Online","abcde expands its social media selling, notes success of livestream test - arkansas online",1
walmart,Terrifying video shows shoppers fleeing from tornado at Walmart in Texas - New York Post,terrifying video shows shoppers fleeing from tornado at abcde in texas - new york post,1
walmart,Will Walmart and Target Copy Starbucks and Taco Bell? - TheStreet,will abcde and target copy starbucks and taco bell? - thestreet,0
walmart,Authorities searching for woman accused of trying to steal from Lehigh Walmart - Wink News,authorities searching for woman accused of trying to steal from lehigh abcde - wink news,1
walmart,Walmart Global Tech Accelerates Expansion with Plans To Hire Thousands of Technologists and Add New Locations - Walmart Corporate,abcde global tech accelerates expansion with plans to hire thousands of technologists and add new locations - abcde corporate,1
walmart,Walmart building fulfillment center in Franklin County adding thousands of jobs to area - WHP Harrisburg,abcde building fulfillment center in franklin county adding thousands of jobs to area - whp harrisburg,1
walmart,MPD Reports: Felony shoplifting charge for stealing $708 merchandise from Walmart; suicide attempt with shaver blade - Monroe Local News,mpd reports: felony shoplifting charge for stealing $708 merchandise from abcde; suicide attempt with shaver blade - monroe local news,1
walmart,Outlaw Music Festival brings Willie Nelson & Family to the Walmart AMP - KATV,outlaw music festival brings willie nelson & family to the abcde amp - katv,1
walmart,RangeMe Streamlines Submissions for Walmart Open Call 2022 - PR Newswire,rangeme streamlines submissions for abcde open call 2022 - pr newswire,1
walmart,Walmart Launches Zeekit Virtual Fitting Room Technology - Walmart Corporate,abcde launches zeekit virtual fitting room technology - abcde corporate,1
walmart,"Solvay Bank robbery suspect arrested, also accused of robbing DeWitt Walmart - CNYcentral.com","solvay bank robbery suspect arrested, also accused of robbing dewitt abcde - cnycentral.com",1
walmart,"FedEx driver, Walmart employee and sheriff's deputies save elderly man from burning Pocatello mobile home - Idaho State Journal","fedex driver, abcde employee and sheriff's deputies save elderly man from burning pocatello mobile home - idaho state journal",1
walmart,Walmart GoLocal offers grocery delivery solution to independent grocers – Produce Blue Book - Produce Blue Book,abcde golocal offers grocery delivery solution to independent grocers – produce blue book - produce blue book,1
walmart,‘Y’all really buy Walmart vests on eBay to steal’: Worker puts ‘new horrid vests’ on blast in viral TikTok - The Daily Dot,‘y’all really buy abcde vests on ebay to steal’: worker puts ‘new horrid vests’ on blast in viral tiktok - the daily dot,1
walmart,Walmart signs up for West Coast food waste-reduction project - Grocery Dive,abcde signs up for west coast food waste-reduction project - grocery dive,1
walmart,Shah’s Halal Food In North Fayette Walmart Hit With Consumer Alert - CBS Pittsburgh,shah’s halal food in north fayette abcde hit with consumer alert - cbs pittsburgh,1
walmart,Walmart Just Getting Started on Disrupting Grocery - Progressive Grocer,abcde just getting started on disrupting grocery - progressive grocer,1
walmart,"Walmart Inc. stock falls Wednesday, underperforms market - MarketWatch","abcde inc. stock falls wednesday, underperforms market - marketwatch",1
walmart,Here's How to Get Walmart's First Collector Con 2022 Exclusives: Day 1 - ComicBook.com,here's how to get abcde's first collector con 2022 exclusives: day 1 - comicbook.com,0
walmart,Style Invitational contest Week 1481: Misinterpret a headline -- plus winning Walmart product reviews - The Washington Post,style invitational contest week 1481: misinterpret a headline -- plus winning abcde product reviews - the washington post,0
walmart,5 Often Overlooked Ways to Thrive on Walmart Marketplace - Entrepreneur,5 often overlooked ways to thrive on abcde marketplace - entrepreneur,0
